,year,quarter,ticker,close,close_quarter_after,forward_return,size,de,roe,roa
239,2024,4,MSN,70.0,66.8,-0.04571428571428571,32.62542348614927,2.621499357828917,0.0703874038,0.013554404
240,2015,1,MBB,3.22,3.54,0.0993788819875776,32.91503937071813,10.468975751268541,0.0,0.0
241,2015,2,MBB,3.54,3.75,0.05932203389830515,32.95114628434037,10.12868409622447,0.1518490915,0.0131124328
242,2015,3,MBB,3.75,3.65,-0.026666666666666727,32.96845210335723,8.364304577281944,0.0,0.0
243,2015,4,MBB,3.65,3.57,-0.021917808219178103,33.02937381297067,8.757397674864404,0.0,0.0
244,2016,1,MBB,3.57,3.72,0.04201680672268915,33.063740442297494,8.748376418919207,0.1199049252,0.0119476824
245,2016,2,MBB,3.72,3.72,0.0,33.107992911067534,8.711883583872119,0.1109155424,0.0113989278
246,2016,3,MBB,3.72,3.67,-0.013440860215053863,33.11089726509894,8.318986013885471,0.1144385624,0.0116713177
247,2016,4,MBB,3.67,4.2,0.14441416893732972,33.177207816562735,8.637964550466771,0.1214635631,0.0122011313
248,2017,1,MBB,4.2,6.1,0.45238095238095233,33.15274603094048,8.505626472674336,0.1223297609,0.0123084576
249,2017,2,MBB,6.1,6.25,0.024590163934426368,33.25230836405503,9.115467556048904,0.1248748619,0.0129394501
250,2017,3,MBB,6.25,7.3,0.16799999999999993,33.30757873457052,9.256732828546856,0.1378458362,0.0139407176
251,2017,4,MBB,7.3,10.18,0.3945205479452054,33.3800249433219,9.603561548411768,0.1252767771,0.0123466155
252,2018,1,MBB,10.18,7.69,-0.24459724950884076,33.387856064541495,9.19494859606935,0.1414558591,0.0137398229
253,2018,2,MBB,7.69,8.07,0.04941482444733425,33.439773086804436,9.63495632510052,0.0,0.0
254,2018,3,MBB,8.07,6.79,-0.1586121437422553,33.47122749544275,9.354553238076946,0.1616188715,0.0154747139
255,2018,4,MBB,6.79,7.82,0.1516936671575848,33.52366232782211,9.603769049694352,0.1916991663,0.0180795264
256,2019,1,MBB,7.82,7.5,-0.04092071611253201,33.579628408675184,9.606260268590045,0.1937518584,0.0183645675
257,2019,2,MBB,7.5,8.83,0.17733333333333334,33.628130630187016,10.323034679928316,0.1992749629,0.0185740488
258,2019,3,MBB,8.83,8.06,-0.08720271800679502,33.616067875523626,9.546968697000263,0.2056060154,0.0190949969
259,2019,4,MBB,8.06,5.25,-0.34863523573200994,33.65079994117912,9.31663977072149,0.2112587976,0.0202187781
260,2020,1,MBB,5.25,6.43,0.22476190476190472,33.63934937300157,8.248868214727839,0.196330698,0.0190602703
261,2020,2,MBB,6.43,7.65,0.18973561430793162,33.675162746670956,8.206320595514688,0.1925520582,0.0196802813
262,2020,3,MBB,7.65,10.24,0.3385620915032679,33.68821564207491,7.852641814478611,0.1843935534,0.01967951
263,2020,4,MBB,10.24,12.54,0.224609375,33.835542841484276,8.879983061705513,0.1836446214,0.0182304134
264,2021,1,MBB,12.54,19.31,0.539872408293461,33.86730752459057,8.510828140954008,0.2042335505,0.0217888413
265,2021,2,MBB,19.31,16.75,-0.13257379596064212,33.89124192814814,8.356156763384265,0.2006933782,0.0213379577
266,2021,3,MBB,16.75,17.38,0.03761194029850734,33.9510601659279,8.441279548271577,0.203137064,0.0212995961
267,2021,4,MBB,17.38,19.82,0.14039125431530497,34.03978121301893,8.716419606349406,0.2255543204,0.0230411303
268,2022,1,MBB,19.82,14.55,-0.2658930373360242,34.106515146623465,8.677981755453798,0.224129297,0.0234515352
269,2022,2,MBB,14.55,14.43,-0.008247422680412453,34.12064297552476,8.283656014628553,0.2424592747,0.0254531778
270,2022,3,MBB,14.43,12.34,-0.14483714483714483,34.1184071067501,7.652421260706578,0.2543677864,0.0273401771
271,2022,4,MBB,12.34,13.17,0.0672609400324149,34.22205317846254,8.150897076526952,0.2460637334,0.0261781704
272,2023,1,MBB,13.17,14.95,0.13515565679574792,34.26534089637768,7.974684372780067,0.2308526861,0.025617408
273,2023,2,MBB,14.95,15.74,0.05284280936454855,34.323399587951016,8.367326510724101,0.2234403437,0.0246997409
274,2023,3,MBB,15.74,15.87,0.008259212198221011,34.33528905698839,7.891171599183309,0.2235398773,0.0245863339
275,2023,4,MBB,15.87,21.61,0.3616887208569628,34.48215698401784,8.770885281190766,0.2345312456,0.0247110377
276,2024,1,MBB,21.61,19.31,-0.10643220731142988,34.43413466641901,7.887255630037328,0.2148086782,0.0232842679
277,2024,2,MBB,19.31,22.35,0.15743138270326273,34.52731586722411,8.486301142722278,0.2164211217,0.0233628213
278,2024,3,MBB,22.35,21.83,-0.023266219239373775,34.56718813953311,8.350929864809055,0.2069997625,0.0220924997
279,2024,4,MBB,21.83,24.1,0.10398534127347703,34.659932457288825,8.642961749538468,0.2117572966,0.0218287698
280,2015,1,HPG,2.86,2.88,0.006993006993007089,30.71773362825638,0.7625568159743606,0.0,0.0
281,2015,2,HPG,2.88,3.03,0.05208333333333326,30.765106827248896,0.741880107593808,0.0,0.0
282,2015,3,HPG,3.03,2.91,-0.03960396039603953,30.833642138957767,0.7488846175637173,0.0,0.0
283,2015,4,HPG,2.91,2.94,0.010309278350515427,30.8700659750958,0.763267559520912,0.0,0.0
284,2016,1,HPG,2.94,3.95,0.34353741496598644,30.86787981148888,0.6473083724360534,0.2703369332,0.1566484623
285,2016,2,HPG,3.95,5.4,0.36708860759493667,30.951564140245996,0.5791258772454958,0.0,0.0
286,2016,3,HPG,5.4,5.1,-0.05555555555555569,30.97982147289215,0.5756679514868184,0.3185864319,0.1948638783
287,2016,4,HPG,5.1,5.42,0.06274509803921569,31.134370555461032,0.6735483998748348,0.3847718326,0.2248162314
288,2017,1,HPG,5.42,6.06,0.11808118081180807,31.240473797103913,0.7261583421112956,0.391078115,0.2379318512
289,2017,2,HPG,6.06,7.37,0.2161716171617163,31.31142687772376,0.7290079711255081,0.3416303027,0.2032057426
290,2017,3,HPG,7.37,8.88,0.2048846675712348,31.50932491005699,0.6040751040359766,0.3205702448,0.1911824454
291,2017,4,HPG,8.88,11.44,0.288288288288288,31.601727995790032,0.6366036423534203,0.3064881502,0.1856646806
292,2018,1,HPG,11.44,10.19,-0.10926573426573427,31.628074076063356,0.5811891176091338,0.2763486737,0.169518803
293,2018,2,HPG,10.19,11.22,0.10107948969578029,31.759418282879498,0.694886467517662,0.0,0.0
294,2018,3,HPG,11.22,8.21,-0.2682709447415329,31.880983451567257,0.7959550545214905,0.2583963111,0.1536381545
295,2018,4,HPG,8.21,8.54,0.04019488428745421,31.990609927988192,0.9262985857695526,0.2348110649,0.1306411923
296,2019,1,HPG,8.54,8.1,-0.051522248243559665,32.07304546723713,1.01242518608768,0.206020255,0.1105464948
297,2019,2,HPG,8.1,7.57,-0.06543209876543199,32.16382770318373,1.101840945615912,0.1926956378,0.0980976456
298,2019,3,HPG,7.57,8.1,0.07001321003963001,32.21034367509801,1.1161641590262532,0.1699335285,0.0831917111
299,2019,4,HPG,8.1,5.81,-0.2827160493827161,32.25393946128614,1.1300559324220243,0.1702856717,0.0836387012
300,2020,1,HPG,5.81,9.24,0.5903614457831328,32.304867816452756,1.139466118241025,0.1699059956,0.0800490548
301,2020,2,HPG,9.24,11.13,0.20454545454545459,32.3552553005456,1.142315825629776,0.1771135569,0.0830552525
302,2020,3,HPG,11.13,17.47,0.5696316262353995,32.397223355002524,1.1363537432420279,0.2087017208,0.0976531586
303,2020,4,HPG,17.47,19.73,0.12936462507155122,32.51011493635018,1.2207346487848318,0.2513923883,0.1153109541
304,2021,1,HPG,19.73,29.53,0.496705524581855,32.56536748441034,1.098746524420013,0.3112485408782959,0.14487075805664062
305,2021,2,HPG,29.53,30.33,0.027091093802912303,32.70500141419611,1.1600373422786858,0.3947835508,0.1833564309
306,2021,3,HPG,30.33,26.6,-0.12298054731289143,32.79376657588538,1.0710567151995,0.4467085831,0.2095297605
307,2021,4,HPG,26.6,25.86,-0.027819548872180522,32.81412948393752,0.9633798892324863,0.4597073139,0.2226207055
308,2022,1,HPG,25.86,16.89,-0.3468677494199536,32.85594545804167,0.8780414489223598,0.4104896426,0.2045281809
309,2022,2,HPG,16.89,16.06,-0.04914150384843108,32.966136205302746,1.0767231648450488,0.321176953,0.1609619408
310,2022,3,HPG,16.06,13.64,-0.15068493150684925,32.84489713364738,0.8741188486362532,0.1846908779,0.0947993752
311,2022,4,HPG,13.64,15.76,0.15542521994134884,32.76879126456634,0.7722433869784551,0.090784405,0.0486758085
312,2023,1,HPG,15.76,19.81,0.25697969543147203,32.79813928915595,0.8188748849214306,0.0068088372,0.0036038325
313,2023,2,HPG,19.81,19.92,0.005552751135790235,32.802886666062996,0.8009687057783447,-0.0196664566,-0.0108141815
314,2023,3,HPG,19.92,21.17,0.06275100401606415,32.78723912766643,0.7374123527311942,0.0191904488,0.0107591739
315,2023,4,HPG,21.17,22.92,0.08266414737836558,32.8663059551012,0.8260319442539836,0.0687708238,0.0381721238
316,2024,1,HPG,22.92,23.58,0.028795811518324443,32.93899285631358,0.9118677151931733,0.0917358984,0.050350203
317,2024,2,HPG,23.58,21.96,-0.06870229007633577,32.96184962000848,0.9011373789064517,0.1072089789,0.058024484
318,2024,3,HPG,21.96,22.21,0.011384335154827063,32.98470858901946,0.8911079902617803,0.1137629601,0.0603456863
319,2024,4,HPG,22.21,22.29,0.0036019810895993043,33.04485097597517,0.9580870915245219,0.1107318516,0.0583179807
320,2015,1,VIC,20.18,23.5,0.16451932606541142,32.195961277753895,3.2699698461618683,0.0,0.0
321,2015,2,VIC,23.5,22.53,-0.04127659574468079,32.33720916875788,2.598616521771955,0.0867910823,0.020652251
322,2015,3,VIC,22.53,24.69,0.0958721704394141,32.46677870168396,2.9827281295021812,0.0,0.0
323,2015,4,VIC,24.69,25.5,0.03280680437424044,32.61501610219874,2.8996605348234477,0.0,0.0
324,2016,1,VIC,25.5,29.62,0.16156862745098044,32.634442555790095,2.634075621359395,0.0429123987,0.0113666683
325,2016,2,VIC,29.62,32.69,0.10364618501012823,32.694661669574685,2.5675769217530893,0.0,0.0
326,2016,3,VIC,32.69,30.85,-0.05628632609360651,32.78566417391832,3.134008801213845,0.0463034127,0.0121729419
327,2016,4,VIC,30.85,30.71,-0.004538087520259304,32.822897294809046,3.033204602621123,0.0588888836,0.0149660853
328,2017,1,VIC,30.71,31.37,0.021491370888961248,32.863496247234536,3.3388891471838558,0.0388502702,0.0096771022
329,2017,2,VIC,31.37,37.61,0.19891616193815742,32.89765143945218,3.468654991445672,0.0398851165,0.0094001826
330,2017,3,VIC,37.61,56.78,0.5097048657272003,32.95372831722017,3.1220000936790826,0.0429868531,0.010150372
331,2017,4,VIC,56.78,86.09,0.5162028883409651,33.00098495417146,3.107642771662865,0.0884976132,0.0224655156
332,2018,1,VIC,86.09,95.56,0.11000116157509576,33.04104905682385,2.7607233200581285,0.0835913464,0.0204538165
333,2018,2,VIC,95.56,87.38,-0.08560066973629143,33.14849435251708,1.8625692185129383,0.0,0.0
334,2018,3,VIC,87.38,84.71,-0.030556191348134587,33.22286650452905,1.7339649701810176,0.0518268907,0.0160985493
335,2018,4,VIC,84.71,103.02,0.21614921496871675,33.29781139448623,1.9185126397075187,0.0498345283,0.0150537343
336,2019,1,VIC,103.02,102.85,-0.0016501650165016146,33.380814192860754,2.068445948731378,0.0358556726,0.0123691847
337,2019,2,VIC,102.85,106.49,0.035391346621293174,33.45511939163807,1.6806543600798394,0.0437115429,0.0153831431
338,2019,3,VIC,106.49,102.22,-0.040097661752277136,33.50920283713342,1.847974524664361,0.0400524704,0.0139721184
339,2019,4,VIC,102.22,74.13,-0.2747994521620035,33.6436909115916,2.3878165751563336,0.0686756123,0.021813166
340,2020,1,VIC,74.13,79.11,0.06717927964386883,33.655951509723245,2.3871502603725347,0.0558782915,0.0182005671
341,2020,2,VIC,79.11,81.33,0.02806219188471748,33.688236059712466,2.453464381786984,0.0617234799,0.0188958574
342,2020,3,VIC,81.33,96.18,0.18258945038731111,33.69483100803245,2.452469416954211,0.0703243082,0.0205591017
343,2020,4,VIC,96.18,104.8,0.089623622374714,33.681385940201345,2.1252000173073946,0.0426189301,0.0132276266
344,2021,1,VIC,104.8,105.78,0.00935114503816803,33.67087742642634,2.0036440134930236,0.05179726704955101,0.015946902334690094
345,2021,2,VIC,105.78,88.0,-0.16808470410285503,33.668768037709775,1.9015524801349213,0.0454513714,0.014616699
346,2021,3,VIC,88.0,95.1,0.08068181818181808,33.70314964306504,1.6391378045184979,0.0294091937,0.0101266096
347,2021,4,VIC,95.1,81.2,-0.1461619348054678,33.68856346917934,1.6850964219226616,-0.0170187802,-0.0059088442
348,2022,1,VIC,81.2,73.5,-0.09482758620689657,33.72089676410198,2.280110114528893,-0.0160145112,-0.0056046627
349,2022,2,VIC,73.5,55.0,-0.2517006802721088,33.90192996238939,3.005929740139344,-0.0031813392,-0.0010250566
350,2022,3,VIC,55.0,53.8,-0.021818181818181848,33.9510175602213,3.0486015298055618,0.0058889593,0.001697368
351,2022,4,VIC,53.8,55.0,0.02230483271375472,33.985055952725226,3.238582428362358,0.0594921984,0.0174625839
352,2023,1,VIC,55.0,51.0,-0.07272727272727275,34.02273248286367,3.3787588696824136,0.0636902085,0.0123469385
353,2023,2,VIC,51.0,46.85,-0.08137254901960778,34.026578394867016,3.351240059230247,0.0485353987,0.0092779699
354,2023,3,VIC,46.85,44.6,-0.04802561366061897,34.06939232569799,3.2559999789305363,0.0331011888,0.0063104044
355,2023,4,VIC,44.6,47.65,0.06838565022421528,34.13772713209059,3.5237801886395266,0.0192725578,0.0034647644
356,2024,1,VIC,47.65,41.2,-0.13536201469045117,34.17341928841049,3.398965209699851,0.073235891,0.0138027144
357,2024,2,VIC,41.2,42.0,0.01941747572815533,34.21322655435591,3.449373864455088,0.0284544979,0.0052936328
358,2024,3,VIC,42.0,40.55,-0.03452380952380962,34.304918074935166,3.8185132264688897,0.073997828,0.0132794795
359,2024,4,VIC,40.55,58.0,0.4303329223181258,34.36037184023774,4.438337995237882,0.0947927887,0.0158257623
360,2015,1,VNM,32.36,35.14,0.08590852904820778,30.926971470115554,0.2700480990329587,0.0,0.0
361,2015,2,VNM,35.14,38.64,0.09960159362549792,30.93510762616921,0.2797715702249493,0.3409674248,0.2636274698
362,2015,3,VNM,38.64,49.46,0.28002070393374745,30.887538303020783,0.3508483851580256,0.0,0.0
363,2015,4,VNM,49.46,51.78,0.0469065911847959,30.94441320350872,0.3132425247661151,0.0,0.0
364,2016,1,VNM,51.78,55.27,0.06740054074932411,31.00068777309271,0.27088346336732366,0.3973969326,0.3052499441
365,2016,2,VNM,55.27,67.4,0.21946806585851286,31.025462433323877,0.29853828117478626,0.0,0.0
366,2016,3,VNM,67.4,60.47,-0.10281899109792292,30.950889879176653,0.3325448714142329,0.4305164209,0.330431459
367,2016,4,VNM,60.47,68.99,0.1408963122209359,31.011289551301136,0.3111989118189844,0.4315881955,0.3289078465
368,2017,1,VNM,68.99,76.92,0.11494419481084228,31.067216997019298,0.24177665312805852,0.4445729097,0.3436146958
369,2017,2,VNM,76.92,73.79,-0.04069162766510659,31.095350784140443,0.2909497492281675,0.4405263305,0.3409955664
370,2017,3,VNM,73.79,103.93,0.4084564304106246,31.084042624199707,0.3149202571544806,0.4315695888,0.3348447755
371,2017,4,VNM,103.93,101.14,-0.026844991821418307,31.176818538844962,0.45215242671463374,0.4449388953,0.3215085764
372,2018,1,VNM,101.14,85.43,-0.15532924658888658,31.195717324620688,0.3437602640820389,0.4067648156,0.3013748512
373,2018,2,VNM,85.43,83.87,-0.018260564204611973,31.219625160576076,0.3635612753822056,0.0,0.0
374,2018,3,VNM,83.87,73.9,-0.11887444855132945,31.158158732482544,0.31121992192802356,0.3769073605,0.275948513
375,2018,4,VNM,73.9,83.01,0.1232746955345061,31.251785223797405,0.42231294604279845,0.4079129723,0.2839593091
376,2019,1,VNM,83.01,76.64,-0.07673774244066989,31.27660838630434,0.32437700430552907,0.3832323254,0.2828791428
377,2019,2,VNM,76.64,82.17,0.07215553235908145,31.32455162871696,0.388914919594967,0.383329156,0.2815259248
378,2019,3,VNM,82.17,74.44,-0.09407326274796157,31.322443654853323,0.44040761198295153,0.3815037888,0.2738949767
379,2019,4,VNM,74.44,58.14,-0.21896829661472328,31.430991785016857,0.5034640508374124,0.3778814213,0.257869958
380,2020,1,VNM,58.14,72.95,0.25472996216030275,31.461263990648916,0.4287860626158999,0.3555418301,0.246819584
381,2020,2,VNM,72.95,85.93,0.1779300891021247,31.53494763199079,0.5328616258359256,0.3512467045,0.2377835571
382,2020,3,VNM,85.93,85.85,-0.000930990340975324,31.55094200117292,0.5902189345627492,0.3527954427,0.2330652637
383,2020,4,VNM,85.85,78.36,-0.08724519510774598,31.511191792870196,0.439424160640475,0.3502436416,0.2383476069
384,2021,1,VNM,78.36,72.89,-0.069806023481368,31.563850379761366,0.503100345442368,0.3314623534679413,0.21877096593379974
385,2021,2,VNM,72.89,73.49,0.008231581835642654,31.60219318974656,0.5431590748835611,0.319365036,0.2103815854
386,2021,3,VNM,73.49,70.86,-0.035787181929514134,31.583567047958805,0.5370593550728308,0.3097758808,0.2057036036
387,2021,4,VNM,70.86,67.46,-0.047981936212249554,31.60756520680887,0.4876494693217161,0.3031049185,0.2069962972
388,2022,1,VNM,67.46,60.21,-0.10747109398161869,31.601228652924295,0.5151444581992901,0.2939963699,0.1933780651
389,2022,2,VNM,60.21,62.38,0.03604052482976261,31.617078216489602,0.46228726032566425,0.2676677735,0.1784840912
390,2022,3,VNM,62.38,66.83,0.07133696697659508,31.566758761686373,0.5128034633993951,0.2499897722,0.1673445075
391,2022,4,VNM,66.83,65.34,-0.022295376327996386,31.51222741154719,0.47738598323022563,0.2480396481,0.1672841533
392,2023,1,VNM,65.34,62.35,-0.04576063666972763,31.528230651529274,0.42754165851216164,0.2560961971,0.1599143486
393,2023,2,VNM,62.35,67.33,0.07987169206094613,31.56223443883045,0.3903085829130115,0.2611320803,0.1645303702
394,2023,3,VNM,67.33,61.8,-0.08213277885043813,31.637762053154933,0.6165436146740432,0.2683231232,0.1652940392
395,2023,4,VNM,61.8,62.6,0.012944983818770295,31.59513115163729,0.5038473260455885,0.2883642068,0.1754480074
396,2024,1,VNM,62.6,60.66,-0.030990415335463317,31.57558623166399,0.44012655593917,0.2886003076,0.1752419785
397,2024,2,VNM,60.66,67.17,0.10731948565776461,31.623590471805418,0.41360361624022535,0.3013055891,0.1814318619
398,2024,3,VNM,67.17,61.23,-0.08843233586422516,31.685880988803884,0.6364949715708917,0.2968920579,0.177516218
399,2024,4,VNM,61.23,58.53,-0.04409603135717777,31.639245931487096,0.5217683563782506,0.2936214847,0.1743798413
400,2015,1,GAS,33.45,31.78,-0.04992526158445443,31.600722093777442,0.32675374465920703,0.0,0.0
401,2015,2,GAS,31.78,23.47,-0.2614852108244179,31.598243222469627,0.2717419892612187,0.0,0.0
402,2015,3,GAS,23.47,18.97,-0.19173412867490414,31.636138132883797,0.2505498797663103,0.0,0.0
403,2015,4,GAS,18.97,22.44,0.18292040063257797,31.66922530359626,0.3224319610400111,0.0,0.0
404,2016,1,GAS,22.44,34.2,0.5240641711229947,31.72050032412723,0.36908180503683286,0.1690098701,0.1296416488
405,2016,2,GAS,34.2,38.85,0.13596491228070162,31.717439129603036,0.4415490352729394,0.0,0.0
406,2016,3,GAS,38.85,34.62,-0.10888030888030897,31.693304224425717,0.3768116727873782,0.1173929148,0.085263034
407,2016,4,GAS,34.62,31.42,-0.09243212016175606,31.67226850190371,0.3925781412055995,0.1676796631,0.123737524
408,2017,1,GAS,31.42,34.31,0.09197963080840221,31.74210845028884,0.43614161670623014,0.1887567553,0.1336990396
409,2017,2,GAS,34.31,41.27,0.20285631011366956,31.731635040826863,0.45919630262834094,0.1926019782,0.1359998326
410,2017,3,GAS,41.27,58.91,0.427429125272595,31.734978765125092,0.46429955949949236,0.2161467444,0.1502916
411,2017,4,GAS,58.91,79.47,0.3490069597691394,31.75471400274184,0.4315725187711045,0.2302757614,0.1632603327
412,2018,1,GAS,79.47,54.74,-0.3111866112998616,31.82294170593192,0.4450039375685328,0.233189824,0.1608541296
413,2018,2,GAS,54.74,73.0,0.33357690902447934,31.851603112289435,0.5111348822198937,0.0,0.0
414,2018,3,GAS,73.0,54.64,-0.2515068493150685,31.741893255627456,0.37831246975605964,0.2816030907,0.195299227
415,2018,4,GAS,54.64,63.2,0.15666178623718885,31.767450321926027,0.3184348814255777,0.254141169,0.1839939383
416,2019,1,GAS,63.2,62.75,-0.007120253164557,31.75830793309466,0.3501388964001748,0.2741964973,0.1974876105
417,2019,2,GAS,62.75,69.99,0.11537848605577672,31.808484725352752,0.4051067879654763,0.2710772109,0.1989417798
418,2019,3,GAS,69.99,61.69,-0.11858836976710951,31.76710796122191,0.3237189401446173,0.259945416,0.1926870484
419,2019,4,GAS,61.69,36.08,-0.41514021721510785,31.762249091789833,0.2529935281606674,0.2467256153,0.1907515361
420,2020,1,GAS,36.08,45.43,0.25914634146341475,31.812347886400495,0.25959786969531184,0.230290151,0.1760622889
421,2020,2,GAS,45.43,49.24,0.08386528725511777,31.8379196048277,0.2544528760029212,0.1975447954,0.1553531036
422,2020,3,GAS,49.24,59.81,0.21466287571080422,31.753374732915358,0.2910452594897053,0.1800651536,0.1424532949
423,2020,4,GAS,59.81,61.95,0.03577996990469812,31.775577939639298,0.2769080783798041,0.1585031195,0.1252912043
424,2021,1,GAS,61.95,66.26,0.06957223567393056,31.859697182636765,0.3305712936099607,0.1484560659,0.1152620284
425,2021,2,GAS,66.26,69.11,0.04301237549049186,31.94619237718884,0.5639244489122853,0.1626922636,0.1192529742
426,2021,3,GAS,69.11,68.54,-0.008247721024453702,31.924465746201403,0.4587299488867523,0.1686508986,0.1199791172
427,2021,4,GAS,68.54,77.16,0.1257659760723664,31.99752888715342,0.5091771146991785,0.1705725122,0.1221746774
428,2022,1,GAS,77.16,82.29,0.06648522550544333,32.07567220323163,0.5288312478931121,0.1956286637,0.1291348457
429,2022,2,GAS,82.29,80.5,-0.021752339287884337,32.11446956030532,0.46172545964668965,0.23591125,0.1583870688
430,2022,3,GAS,80.5,74.28,-0.07726708074534161,32.07630259512911,0.46904694000735664,0.238570999,0.160002881
431,2022,4,GAS,74.28,74.65,0.00498115239633834,32.04752624245867,0.35045723580178456,0.2610708469,0.183339535
432,2023,1,GAS,74.65,68.06,-0.08827863362357669,32.06336512633139,0.3029115489375409,0.2462157897,0.1727749318
433,2023,2,GAS,68.06,82.54,0.21275345283573333,32.11116186755921,0.3083131553125156,0.20810027,0.1502338807
434,2023,3,GAS,82.54,68.7,-0.16767627816816089,32.0694104894523,0.3505150950619681,0.1936733233,0.1428172306
435,2023,4,GAS,68.7,72.98,0.06229985443959252,32.105563749982174,0.34389447987863697,0.1873354425,0.1362073421
436,2024,1,GAS,72.98,69.71,-0.04480679638257068,32.15037125842086,0.35162843492140317,0.1668093551,0.1222127413
437,2024,2,GAS,69.71,73.2,0.05006455314875935,32.1866534130153,0.3418729639854396,0.1670983677,0.1216985088
438,2024,3,GAS,73.2,68.1,-0.06967213114754112,32.151238850653876,0.5397324455479311,0.1714244588,0.1208806144
439,2024,4,GAS,68.1,66.8,-0.019089574155653377,32.03596905642992,0.32943898429803065,0.1673155558,0.1226155381
440,2015,1,FPT,8.51,9.57,0.12455934195064633,30.73138634919583,1.4750953269616807,0.0,0.0
441,2015,2,FPT,9.57,9.38,-0.019853709508881878,30.74815681199525,1.2754053784415202,0.2033951376,0.0787669025
442,2015,3,FPT,9.38,10.18,0.08528784648187626,30.795532051868317,1.3743237528932266,0.0,0.0
443,2015,4,FPT,10.18,9.93,-0.024557956777996104,30.888471469091442,1.5528197871358975,0.0,0.0
444,2016,1,FPT,9.93,10.35,0.04229607250755296,30.837640268266732,1.3203316243453849,0.1821070916,0.0764924398
445,2016,2,FPT,10.35,11.83,0.14299516908212562,30.863583056507657,1.322969061802602,0.0,0.0
446,2016,3,FPT,11.83,11.16,-0.05663567202028741,30.904306620475243,1.4078474554737592,0.1865348119,0.0777584165
447,2016,4,FPT,11.16,11.99,0.07437275985663083,31.029296038303432,1.6128953964134205,0.184060042,0.0712485159
448,2017,1,FPT,11.99,13.94,0.16263552960800665,30.963365880177403,1.337463451360928,0.1816262325,0.0750332971
449,2017,2,FPT,13.94,14.82,0.06312769010043051,30.96486014415701,1.3082537355310486,0.1764887544,0.0731054804
450,2017,3,FPT,14.82,17.35,0.17071524966261808,31.021956257697227,1.2782103394213253,0.1784203136,0.0749936495
451,2017,4,FPT,17.35,18.45,0.06340057636887586,30.85090536432123,0.8908454842838223,0.2375011948,0.1069259074
452,2018,1,FPT,18.45,14.88,-0.19349593495934947,30.850333639576196,0.7993679377474482,0.2311204592,0.1121954873
453,2018,2,FPT,14.88,16.99,0.14180107526881702,30.90006313069692,0.8930549400669887,0.0,0.0
454,2018,3,FPT,16.99,15.48,-0.08887580929958794,30.966109639721793,0.9824389760828743,0.2354154541,0.1244352955
455,2018,4,FPT,15.48,16.69,0.07816537467700257,31.023040857171313,1.013568663048784,0.187066446,0.0957024994
456,2019,1,FPT,16.69,18.74,0.12282804074295961,30.989600484683272,0.8508182178018083,0.187294231,0.0968427628
457,2019,2,FPT,18.74,24.22,0.2924226254002136,31.044665941491463,0.9218550716939816,0.1944310763,0.100209183
458,2019,3,FPT,24.22,24.47,0.010322047894302244,31.105370579793544,0.9861279616721472,0.2030132131,0.1045045737
459,2019,4,FPT,24.47,17.25,-0.2950551695954229,31.147293960447932,0.9946143934602705,0.1986016686,0.0992965713
460,2020,1,FPT,17.25,22.45,0.3014492753623188,31.16956212076529,0.9520886482008889,0.1956760869,0.0996313385
461,2020,2,FPT,22.45,25.11,0.1184855233853006,31.212115135080584,1.0058846229968583,0.1947649313,0.0981369059
462,2020,3,FPT,25.11,29.68,0.18199920350457988,31.262204099830345,1.0767077663258813,0.1876700821,0.0934613973
463,2020,4,FPT,29.68,39.03,0.3150269541778976,31.36270708602072,1.244265987352304,0.199859458,0.0941855175
464,2021,1,FPT,39.03,51.35,0.315654624647707,31.42593212472416,1.254110553081297,0.1986926645040512,0.09247589111328125
465,2021,2,FPT,51.35,54.85,0.06815968841285303,31.480753760291844,1.3422876736687246,0.1994414714,0.0893277464
466,2021,3,FPT,54.85,54.85,0.0,31.507310782630384,1.3737729673439554,0.2039699037,0.0884844578
467,2021,4,FPT,54.85,63.1,0.15041020966271645,31.614371612536978,1.5068254332284345,0.2167424308,0.0909003243
468,2022,1,FPT,63.1,61.56,-0.024405705229794017,31.649227686581444,1.4217224707008809,0.2201605993,0.0912418456
469,2022,2,FPT,61.56,58.16,-0.05523066926575704,31.661636627531063,1.4045932469639855,0.223164695,0.0919584394
470,2022,3,FPT,58.16,55.56,-0.04470426409903705,31.640662571710944,1.2916375299593263,0.228420619,0.0950511804
471,2022,4,FPT,55.56,57.15,0.028617710583153322,31.575616023242087,1.0382530832971935,0.227053325,0.1008104799
472,2023,1,FPT,57.15,62.13,0.08713910761154864,31.557758559401144,0.8750535967115579,0.2672111184,0.1038204213
473,2023,2,FPT,62.13,78.91,0.27007886689200045,31.73406761479071,1.116583336996022,0.2650069693,0.1065471408
474,2023,3,FPT,78.91,81.72,0.03561018882270939,31.759971212034184,1.1866306188583602,0.2666664749,0.1083166686
475,2023,4,FPT,81.72,99.07,0.21231032794909432,31.730772303507614,1.0143101730881827,0.2809692595,0.1155186956
476,2024,1,FPT,99.07,128.5,0.29706268295144866,31.75855389012919,0.954943976365982,0.2720626617,0.1106179394
477,2024,2,FPT,128.5,132.44,0.03066147859922186,31.809802496464446,0.9942986821543711,0.2774659628,0.1143697508
478,2024,3,FPT,132.44,151.2,0.14164904862579264,31.84435668216209,0.9110178450230828,0.2748693607,0.1173968493
